                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.59978,                 0.3946,                0.93076,                0.99803,                0.95714,                0.99052,                0.86275,                0.54372,                0.33146,                0.85975,              0.0098584,              0.0098584,              0.0098584
                    145,                0.63425,                0.40606,                0.94989,                 0.9973,                0.97143,                0.99026,                0.86555,                0.52361,                0.33273,                 0.8473,              0.0098574,              0.0098574,              0.0098574
                    146,                0.61537,                0.40854,                0.93971,                0.98286,                0.98571,                0.99386,                0.85059,                 0.5259,                0.32069,                0.86439,              0.0098564,              0.0098564,              0.0098564
                    147,                0.59526,                0.37956,                0.92691,                0.99975,                0.97143,                0.99195,                0.86167,                0.51665,                0.32766,                0.85408,              0.0098554,              0.0098554,              0.0098554
                    148,                0.57544,                0.38482,                0.93688,                      1,                 0.9973,                  0.995,                0.85966,                0.57064,                0.34435,                0.85558,              0.0098545,              0.0098545,              0.0098545
                    149,                0.61841,                0.40679,                 0.9206,                0.98684,                      1,                  0.995,                0.86078,                0.54736,                0.33343,                0.84357,              0.0098535,              0.0098535,              0.0098535
                    150,                0.63912,                0.40358,                0.94514,                0.97747,                      1,                0.99472,                0.85768,                0.54202,                 0.3197,                0.85204,              0.0098525,              0.0098525,              0.0098525
                    151,                0.56926,                0.38522,                0.92056,                0.98869,                      1,                  0.995,                 0.8521,                 0.6292,                0.34311,                 0.9362,              0.0098515,              0.0098515,              0.0098515
                    152,                0.59874,                0.39265,                0.91334,                0.99665,                      1,                  0.995,                0.85143,                0.62473,                0.35323,                0.95436,              0.0098505,              0.0098505,              0.0098505
                    153,                0.62914,                0.39384,                0.96573,                0.99805,                      1,                  0.995,                0.84333,                0.53666,                0.32509,                0.85599,              0.0098495,              0.0098495,              0.0098495
                    154,                 0.5751,                0.36685,                0.90983,                0.99632,                0.98571,                0.99446,                0.85155,                0.56193,                0.32471,                0.86426,              0.0098485,              0.0098485,              0.0098485
                    155,                0.63676,                0.41097,                0.92845,                0.96693,                      1,                0.99359,                0.85191,                0.52594,                0.32287,                0.84823,              0.0098475,              0.0098475,              0.0098475
                    156,                0.60148,                 0.3874,                0.92715,                0.96874,                0.98571,                0.99459,                0.85926,                0.55324,                0.33171,                0.84098,              0.0098465,              0.0098465,              0.0098465
                    157,                0.58661,                0.37654,                 0.9134,                 0.9988,                0.98571,                0.99446,                0.87789,                0.50338,                0.30582,                0.83903,              0.0098455,              0.0098455,              0.0098455
                    158,                0.60924,                0.40446,                0.95253,                0.99839,                      1,                  0.995,                0.87067,                0.51468,                0.29649,                0.85605,              0.0098446,              0.0098446,              0.0098446
                    159,                0.59444,                0.38107,                0.94824,                0.96953,                      1,                0.99131,                0.85088,                0.53513,                0.32899,                 0.8391,              0.0098436,              0.0098436,              0.0098436
                    160,                0.59287,                0.38559,                0.92392,                0.99096,                0.98571,                0.99472,                0.85202,                0.55525,                0.31462,                0.85674,              0.0098426,              0.0098426,              0.0098426
                    161,                0.59968,                0.39388,                 0.9413,                0.99899,                      1,                  0.995,                0.85374,                0.53426,                0.31138,                0.84362,              0.0098416,              0.0098416,              0.0098416
                    162,                0.59624,                0.38213,                0.94001,                0.97219,                0.99865,                0.99331,                0.86909,                0.53666,                 0.3258,                0.86138,              0.0098406,              0.0098406,              0.0098406
                    163,                0.58804,                0.37971,                0.92243,                 0.9937,                      1,                  0.995,                0.84634,                0.53907,                0.37988,                0.87033,              0.0098396,              0.0098396,              0.0098396
                    164,                0.60191,                0.42032,                0.95862,                0.99915,                      1,                  0.995,                0.84881,                0.58267,                 0.3414,                0.86528,              0.0098386,              0.0098386,              0.0098386
                    165,                0.59003,                0.38493,                0.92185,                0.99755,                      1,                  0.995,                0.84723,                0.55103,                0.31386,                0.85556,              0.0098376,              0.0098376,              0.0098376
                    166,                 0.5621,                0.37378,                0.93111,                      1,                0.99693,                  0.995,                0.86238,                0.53653,                0.29902,                 0.8445,              0.0098366,              0.0098366,              0.0098366
                    167,                0.57417,                0.36296,                0.92055,                0.99041,                      1,                  0.995,                0.86856,                0.53853,                0.30966,                0.85982,              0.0098356,              0.0098356,              0.0098356
                    168,                0.58172,                0.37169,                0.92614,                0.99582,                      1,                  0.995,                0.86619,                0.55986,                0.31168,                0.91463,              0.0098347,              0.0098347,              0.0098347
                    169,                0.55771,                 0.3753,                  0.932,                0.99835,                0.98571,                0.99486,                0.86529,                0.54976,                0.30947,                0.86791,              0.0098337,              0.0098337,              0.0098337
                    170,                0.58291,                0.38148,                0.92464,                0.98265,                0.97143,                0.98713,                0.85427,                0.56103,                0.37671,                0.87096,              0.0098327,              0.0098327,              0.0098327
                    171,                0.58305,                0.38673,                0.90313,                0.97082,                      1,                0.99472,                0.87364,                 0.5093,                0.34164,                0.85249,              0.0098317,              0.0098317,              0.0098317
                    172,                0.56565,                0.37321,                0.90897,                0.99341,                0.97143,                0.99393,                0.85883,                  0.594,                 0.3321,                0.92612,              0.0098307,              0.0098307,              0.0098307
                    173,                0.58604,                0.36295,                0.93334,                      1,                0.99828,                  0.995,                 0.8594,                0.50561,                0.30179,                0.85118,              0.0098297,              0.0098297,              0.0098297
                    174,                0.53708,                0.35379,                0.89922,                0.99771,                      1,                  0.995,                 0.8579,                0.53054,                0.30816,                 0.8374,              0.0098287,              0.0098287,              0.0098287
                    175,                0.57051,                0.37187,                0.93066,                0.98539,                      1,                  0.995,                0.86953,                0.48419,                0.29471,                0.83847,              0.0098277,              0.0098277,              0.0098277
                    176,                0.61512,                 0.3849,                0.91403,                 0.9847,                      1,                  0.995,                0.87058,                0.49239,                0.31695,                 0.8572,              0.0098267,              0.0098267,              0.0098267
                    177,                0.55641,                0.36921,                0.89827,                      1,                0.99724,                  0.995,                0.87753,                0.51496,                0.29373,                0.85715,              0.0098257,              0.0098257,              0.0098257
                    178,                 0.5926,                0.36246,                0.94386,                      1,                0.98408,                0.99472,                0.88403,                0.52152,                0.29907,                0.85598,              0.0098248,              0.0098248,              0.0098248
                    179,                0.56513,                0.36222,                0.92822,                0.98263,                0.98571,                0.98678,                 0.8212,                0.60825,                0.34896,                0.92119,              0.0098238,              0.0098238,              0.0098238
                    180,                0.56084,                0.36166,                0.91353,                0.98455,                      1,                 0.9943,                0.87187,                0.53335,                0.31841,                0.86696,              0.0098228,              0.0098228,              0.0098228
                    181,                0.54837,                 0.3564,                0.91442,                0.98343,                0.98571,                0.99264,                0.85877,                0.55816,                0.31624,                0.87491,              0.0098218,              0.0098218,              0.0098218
                    182,                0.56841,                0.38066,                0.91855,                0.99509,                0.98571,                0.99433,                0.87055,                0.55408,                0.32563,                 0.8551,              0.0098208,              0.0098208,              0.0098208
                    183,                0.56197,                0.37037,                0.93877,                0.98998,                0.98571,                0.99459,                0.86974,                0.56573,                0.32128,                0.87475,              0.0098198,              0.0098198,              0.0098198
                    184,                0.55485,                0.35872,                0.89582,                0.99306,                      1,                  0.995,                0.85914,                0.52154,                0.34607,                0.86569,              0.0098188,              0.0098188,              0.0098188
                    185,                0.54921,                0.35857,                0.89656,                0.93995,                0.89444,                0.96793,                0.82143,                0.65221,                0.50613,                 0.9161,              0.0098178,              0.0098178,              0.0098178
                    186,                0.54704,                0.36459,                 0.9279,                0.99657,                0.98571,                0.99446,                0.86768,                0.51425,                0.33712,                0.87217,              0.0098168,              0.0098168,              0.0098168
                    187,                 0.5351,                 0.3611,                0.90435,                0.99075,                0.98571,                0.99433,                0.85972,                0.54449,                0.34541,                0.87445,              0.0098158,              0.0098158,              0.0098158
                    188,                0.54006,                0.35601,                0.92565,                0.99368,                0.98571,                0.99446,                0.87391,                0.53133,                0.32786,                0.85493,              0.0098149,              0.0098149,              0.0098149
                    189,                0.53914,                0.36586,                 0.9078,                0.99293,                0.98571,                0.99472,                0.87514,                0.49118,                0.30077,                0.84556,              0.0098139,              0.0098139,              0.0098139
                    190,                0.53866,                0.36903,                0.90972,                0.99572,                0.97143,                0.99405,                0.88096,                0.47909,                0.30278,                0.83633,              0.0098129,              0.0098129,              0.0098129
                    191,                0.54381,                0.35579,                0.91039,                 0.9859,                0.99902,                0.99486,                0.85269,                 0.5182,                0.30766,                0.84499,              0.0098119,              0.0098119,              0.0098119
                    192,                0.57099,                0.35455,                0.93569,                0.98343,                0.95714,                0.99065,                0.87913,                0.50163,                0.31589,                0.84676,              0.0098109,              0.0098109,              0.0098109
                    193,                0.56872,                0.39061,                0.94064,                0.95552,                      1,                0.99389,                 0.8866,                0.53417,                 0.3172,                0.85765,              0.0098099,              0.0098099,              0.0098099
                    194,                 0.5233,                0.35212,                0.92477,                0.97786,                0.98571,                0.99445,                0.88527,                0.50115,                0.32577,                0.82964,              0.0098089,              0.0098089,              0.0098089
                    195,                0.54006,                0.35904,                0.90261,                0.97539,                0.95714,                0.99307,                0.88473,                0.52578,                0.34798,                0.86541,              0.0098079,              0.0098079,              0.0098079
                    196,                0.54967,                0.38069,                0.91989,                0.99791,                      1,                  0.995,                0.88575,                0.46945,                0.31083,                0.82786,              0.0098069,              0.0098069,              0.0098069
                    197,                0.53049,                0.36464,                0.89305,                      1,                0.99917,                  0.995,                0.88343,                0.51916,                0.29792,                0.87849,              0.0098059,              0.0098059,              0.0098059
                    198,                0.53788,                0.37428,                0.89031,                0.99743,                      1,                  0.995,                0.87124,                0.51891,                0.29909,                0.86679,               0.009805,               0.009805,               0.009805
                    199,                 0.5453,                0.36862,                 0.9181,                0.99853,                      1,                  0.995,                0.87381,                0.56579,                0.31553,                0.90734,               0.009804,               0.009804,               0.009804
                    200,                0.54587,                0.36794,                0.90641,                0.99867,                      1,                  0.995,                0.89131,                0.55379,                 0.3184,                0.91147,               0.009803,               0.009803,               0.009803
                    201,                0.55865,                0.36392,                0.93491,                      1,                0.98441,                0.99486,                0.89366,                0.48107,                0.29184,                 0.8111,               0.009802,               0.009802,               0.009802
                    202,                0.56954,                0.36835,                0.90344,                0.99689,                0.98571,                0.99446,                0.87858,                0.50433,                0.30951,                0.84425,               0.009801,               0.009801,               0.009801
                    203,                 0.5285,                0.34636,                0.88703,                0.99633,                      1,                  0.995,                0.88656,                0.45987,                0.27833,                0.85247,                 0.0098,                 0.0098,                 0.0098
                    204,                0.53709,                0.36284,                0.92004,                0.98315,                      1,                0.99472,                0.88409,                0.50765,                0.28638,                0.84378,               0.009799,               0.009799,               0.009799
                    205,                0.52988,                0.35807,                0.89974,                0.98224,                0.98571,                0.99387,                0.88372,                0.53241,                0.30685,                0.87752,               0.009798,               0.009798,               0.009798
                    206,                0.54888,                0.37183,                0.91492,                0.99495,                0.97143,                0.99022,                0.87427,                0.47987,                0.30577,                0.82303,               0.009797,               0.009797,               0.009797
                    207,                0.55468,                0.35859,                 0.9192,                0.99819,                      1,                  0.995,                0.88958,                0.50346,                0.29418,                0.86829,               0.009796,               0.009796,               0.009796
                    208,                0.53011,                0.35272,                0.90371,                0.99847,                0.97143,                0.99339,                0.89013,                0.55312,                0.31547,                0.85716,               0.009795,               0.009795,               0.009795
                    209,                0.54033,                0.34988,                0.92678,                0.99774,                0.97143,                0.99132,                0.86049,                0.55439,                0.32205,                 0.8357,              0.0097941,              0.0097941,              0.0097941
                    210,                0.53941,                0.34802,                0.91814,                0.99699,                      1,                  0.995,                0.87867,                0.53586,                0.29621,                0.85451,              0.0097931,              0.0097931,              0.0097931
                    211,                0.52527,                 0.3477,                0.89987,                0.99902,                      1,                  0.995,                0.89712,                0.50772,                0.30079,                0.87034,              0.0097921,              0.0097921,              0.0097921
                    212,                0.53984,                0.35189,                0.90866,                0.99895,                      1,                  0.995,                 0.9011,                0.50956,                0.28262,                0.90588,              0.0097911,              0.0097911,              0.0097911
                    213,                0.53884,                0.34961,                0.90505,                0.99919,                      1,                  0.995,                0.88418,                0.50815,                0.28736,                0.87351,              0.0097901,              0.0097901,              0.0097901
                    214,                0.52109,                0.36348,                0.89207,                0.99845,                      1,                  0.995,                0.89363,                0.46302,                0.28454,                0.84409,              0.0097891,              0.0097891,              0.0097891
                    215,                0.53861,                0.34617,                0.90624,                0.99411,                      1,                  0.995,                0.87573,                0.48728,                0.29548,                0.84576,              0.0097881,              0.0097881,              0.0097881
                    216,                 0.5201,                0.35393,                0.90178,                0.97128,                      1,                0.99472,                0.88594,                 0.5141,                0.30298,                0.86335,              0.0097871,              0.0097871,              0.0097871
                    217,                0.52221,                0.35745,                0.89598,                0.98527,                0.95579,                0.99144,                 0.8877,                0.50507,                0.32923,                0.84436,              0.0097861,              0.0097861,              0.0097861
                    218,                0.51976,                  0.362,                0.91359,                0.98063,                      1,                0.99401,                0.88272,                0.49963,                0.30311,                0.84846,              0.0097851,              0.0097851,              0.0097851
                    219,                0.53561,                0.36594,                0.89852,                0.98085,                0.97143,                0.99345,                0.88594,                0.48676,                0.31244,                0.84965,              0.0097842,              0.0097842,              0.0097842
                    220,                0.54555,                0.36546,                0.91189,                0.96174,                      1,                0.99429,                0.86441,                0.48708,                0.31418,                0.84188,              0.0097832,              0.0097832,              0.0097832
                    221,                0.56481,                 0.3714,                0.89782,                0.95777,                      1,                0.99415,                0.86814,                0.47804,                0.32349,                0.83651,              0.0097822,              0.0097822,              0.0097822
                    222,                0.51069,                0.34901,                0.91023,                0.99604,                0.98571,                0.99486,                0.87393,                0.46824,                0.33489,                0.83388,              0.0097812,              0.0097812,              0.0097812
                    223,                0.51708,                0.33732,                0.90834,                0.97181,                0.98511,                0.99418,                0.88019,                0.46758,                0.29995,                0.84429,              0.0097802,              0.0097802,              0.0097802
                    224,                0.52166,                0.35544,                0.94415,                      1,                0.96869,                0.99343,                0.89553,                0.45743,                0.28907,                0.83418,              0.0097792,              0.0097792,              0.0097792
                    225,                0.54875,                0.35614,                0.92752,                0.99577,                0.97143,                0.99418,                 0.8844,                0.54278,                 0.3221,                0.94044,              0.0097782,              0.0097782,              0.0097782
                    226,                0.53139,                0.35559,                  0.905,                0.98568,                0.98322,                0.99221,                 0.8844,                 0.4988,                0.30819,                 0.8725,              0.0097772,              0.0097772,              0.0097772
                    227,                0.51775,                0.34899,                0.90483,                0.97143,                      1,                0.98601,                0.87121,                0.51641,                0.33555,                0.88675,              0.0097762,              0.0097762,              0.0097762
                    228,                0.52783,                 0.3447,                0.91606,                0.99824,                0.97143,                0.99269,                0.87564,                0.60172,                0.33432,                0.96035,              0.0097752,              0.0097752,              0.0097752
                    229,                0.51748,                0.34645,                0.90101,                 0.9948,                      1,                  0.995,                0.86438,                0.53539,                0.31046,                0.88274,              0.0097743,              0.0097743,              0.0097743
                    230,                0.51203,                0.34755,                0.92394,                 0.9975,                      1,                  0.995,                0.88353,                0.47623,                0.28602,                0.82492,              0.0097733,              0.0097733,              0.0097733
                    231,                0.53813,                0.34859,                0.91488,                0.99896,                      1,                  0.995,                0.89106,                0.47609,                0.27776,                0.84284,              0.0097723,              0.0097723,              0.0097723
                    232,                0.51268,                0.34305,                0.89507,                0.99873,                      1,                  0.995,                0.89393,                0.52306,                0.27854,                0.95841,              0.0097713,              0.0097713,              0.0097713
                    233,                0.51939,                0.35728,                0.89508,                0.98444,                      1,                0.99486,                0.88195,                0.47426,                0.28349,                0.83469,              0.0097703,              0.0097703,              0.0097703
                    234,                0.52412,                0.34851,                0.90804,                0.98579,                0.99123,                0.99486,                0.88253,                 0.5442,                0.32583,                0.93181,              0.0097693,              0.0097693,              0.0097693
                    235,                0.51968,                0.34828,                0.91857,                0.98072,                      1,                0.99472,                0.89228,                0.47832,                0.29058,                 0.8698,              0.0097683,              0.0097683,              0.0097683
                    236,                0.52634,                0.34938,                0.88445,                0.98489,                      1,                0.99472,                0.88969,                0.45866,                0.27864,                0.83048,              0.0097673,              0.0097673,              0.0097673
                    237,                0.53713,                 0.3417,                0.89255,                0.98501,                      1,                0.99472,                0.89083,                0.49506,                0.28662,                0.91568,              0.0097663,              0.0097663,              0.0097663
                    238,                0.50055,                0.34443,                 0.8887,                 0.9859,                0.99921,                0.99345,                0.88844,                0.51003,                0.30267,                0.88451,              0.0097653,              0.0097653,              0.0097653
                    239,                0.51223,                0.33992,                0.91449,                0.99607,                0.98571,                0.99486,                 0.9119,                0.48383,                0.28566,                0.93382,              0.0097644,              0.0097644,              0.0097644
                    240,                0.49869,                0.33715,                 0.8849,                0.99828,                      1,                  0.995,                0.89521,                0.48095,                0.28493,                0.94255,              0.0097634,              0.0097634,              0.0097634
                    241,                0.51834,                0.34264,                0.90215,                0.99866,                      1,                  0.995,                 0.8878,                0.46817,                0.27114,                0.86988,              0.0097624,              0.0097624,              0.0097624
                    242,                0.49764,                0.34161,                0.90658,                0.99728,                0.98571,                0.99459,                0.88593,                0.47059,                0.29317,                0.87749,              0.0097614,              0.0097614,              0.0097614
                    243,                0.51012,                0.34601,                0.90828,                      1,                0.99984,                  0.995,                0.88564,                0.52178,                0.28943,                0.96193,              0.0097604,              0.0097604,              0.0097604
                    244,                0.49805,                0.35511,                0.89886,                0.98562,                      1,                  0.995,                0.89786,                0.46078,                0.26635,                0.83691,              0.0097594,              0.0097594,              0.0097594
                    245,                0.49195,                0.32726,                0.88758,                0.98597,                0.98571,                0.99486,                0.89733,                0.45849,                0.28093,                0.83161,              0.0097584,              0.0097584,              0.0097584
                    246,                 0.5256,                0.35346,                0.90785,                0.98583,                0.99428,                0.99486,                 0.8845,                0.46869,                0.28906,                0.82529,              0.0097574,              0.0097574,              0.0097574
                    247,                0.48657,                0.33059,                0.88578,                0.99813,                      1,                  0.995,                0.89953,                0.43867,                0.29185,                0.80131,              0.0097564,              0.0097564,              0.0097564
                    248,                0.53807,                0.35929,                0.91438,                0.99555,                0.98571,                0.99472,                0.89198,                0.44626,                0.28136,                 0.8011,              0.0097554,              0.0097554,              0.0097554
                    249,                0.52083,                0.35538,                0.90629,                0.98499,                      1,                0.99486,                0.89982,                0.53371,                0.29618,                0.88666,              0.0097545,              0.0097545,              0.0097545
                    250,                0.51701,                0.34905,                0.90198,                0.99828,                      1,                  0.995,                0.88997,                0.56092,                0.30969,                0.92694,              0.0097535,              0.0097535,              0.0097535
                    251,                0.52145,                0.34292,                0.89676,                0.99841,                      1,                  0.995,                0.89287,                0.51703,                0.29455,                0.83359,              0.0097525,              0.0097525,              0.0097525
                    252,                0.49001,                0.33428,                 0.8811,                0.98566,                      1,                  0.995,                0.88501,                0.51859,                0.30436,                0.82887,              0.0097515,              0.0097515,              0.0097515
                    253,                0.50044,                0.32323,                0.88609,                0.98442,                      1,                0.99486,                0.89175,                0.49084,                0.29309,                0.80607,              0.0097505,              0.0097505,              0.0097505
                    254,                0.50713,                0.32145,                0.90033,                 0.9873,                      1,                  0.995,                0.90363,                0.46705,                0.28106,                0.83149,              0.0097495,              0.0097495,              0.0097495
                    255,                0.49627,                0.33116,                0.89645,                0.99771,                      1,                  0.995,                 0.8905,                 0.4865,                0.28779,                0.83257,              0.0097485,              0.0097485,              0.0097485
                    256,                0.50192,                0.33335,                0.88038,                      1,                0.98351,                0.99472,                0.89338,                0.48187,                0.28442,                0.81921,              0.0097475,              0.0097475,              0.0097475
                    257,                0.49495,                0.34651,                0.88771,                      1,                0.98484,                0.99472,                0.90474,                0.47396,                0.27981,                0.81629,              0.0097465,              0.0097465,              0.0097465
                    258,                 0.4882,                0.34993,                0.90422,                0.99885,                      1,                  0.995,                0.89262,                0.48344,                 0.2827,                 0.8229,              0.0097455,              0.0097455,              0.0097455
                    259,                 0.4708,                0.32407,                0.84935,                0.98536,                      1,                0.99486,                0.90119,                0.48341,                0.31025,                   0.81,              0.0097446,              0.0097446,              0.0097446
                    260,                0.48794,                0.32534,                0.87704,                0.98507,                      1,                0.99486,                0.89334,                0.45002,                0.28491,                 0.8193,              0.0097436,              0.0097436,              0.0097436
                    261,                0.49509,                0.33608,                0.86709,                0.98527,                0.97143,                 0.9921,                0.88972,                0.50351,                0.32339,                0.93911,              0.0097426,              0.0097426,              0.0097426
                    262,                 0.5035,                 0.3473,                0.90441,                0.99819,                0.98571,                0.99459,                0.88548,                0.49814,                 0.2988,                0.87818,              0.0097416,              0.0097416,              0.0097416
                    263,                0.49604,                0.33045,                0.89344,                0.99863,                0.97143,                0.99444,                0.89273,                0.46798,                0.28898,                0.84027,              0.0097406,              0.0097406,              0.0097406
                    264,                0.49836,                0.34188,                0.90976,                      1,                0.98434,                0.98833,                0.87583,                0.46235,                 0.3037,                0.84674,              0.0097396,              0.0097396,              0.0097396
                    265,                0.50133,                0.33556,                0.86807,                0.99729,                0.97143,                0.99367,                0.88073,                0.47739,                 0.2795,                0.85409,              0.0097386,              0.0097386,              0.0097386
                    266,                0.49011,                0.32425,                0.89596,                0.99872,                0.98571,                0.99486,                0.88763,                0.47665,                0.26697,                0.85104,              0.0097376,              0.0097376,              0.0097376
                    267,                0.48849,                0.34123,                0.87737,                      1,                 0.9982,                  0.995,                0.87663,                 0.5106,                0.28526,                0.88573,              0.0097366,              0.0097366,              0.0097366
                    268,                0.49586,                0.33116,                0.88729,                0.98381,                0.98571,                0.99458,                0.88165,                0.48743,                0.29904,                0.83744,              0.0097356,              0.0097356,              0.0097356
                    269,                0.47911,                0.32838,                0.89961,                0.99904,                      1,                  0.995,                0.89009,                0.46548,                0.27877,                0.84635,              0.0097347,              0.0097347,              0.0097347
                    270,                0.48248,                 0.3193,                0.90704,                0.98591,                 0.9993,                0.99486,                0.88831,                0.47618,                0.27846,                0.83195,              0.0097337,              0.0097337,              0.0097337
                    271,                0.52256,                0.36129,                0.89205,                0.98581,                      1,                0.99472,                0.88762,                0.47697,                0.28754,                0.83469,              0.0097327,              0.0097327,              0.0097327
                    272,                0.50288,                0.33569,                0.89595,                0.98588,                0.99746,                0.99472,                0.87696,                0.49222,                0.28801,                0.83954,              0.0097317,              0.0097317,              0.0097317
                    273,                0.49809,                0.33765,                0.90157,                0.99794,                0.98571,                0.99472,                0.87982,                0.48592,                0.30568,                0.83423,              0.0097307,              0.0097307,              0.0097307
                    274,                0.48835,                0.32904,                0.89165,                0.99215,                0.97143,                0.99393,                0.90643,                0.48134,                0.29529,                0.84233,              0.0097297,              0.0097297,              0.0097297
                    275,                0.50422,                0.34262,                0.92601,                0.99493,                0.97143,                0.99418,                0.90031,                0.46821,                0.29134,                0.82401,              0.0097287,              0.0097287,              0.0097287
                    276,                0.47846,                0.32746,                0.89434,                0.98219,                      1,                  0.995,                0.89961,                0.45882,                0.28928,                0.82194,              0.0097277,              0.0097277,              0.0097277
                    277,                0.49498,                0.33898,                0.91363,                0.99854,                      1,                  0.995,                0.87659,                0.50723,                0.26997,                0.87475,              0.0097267,              0.0097267,              0.0097267
                    278,                0.49101,                0.34338,                0.87768,                0.99827,                      1,                  0.995,                0.87417,                0.50125,                0.29401,                0.85739,              0.0097257,              0.0097257,              0.0097257
                    279,                0.48209,                0.31803,                0.90256,                0.99759,                      1,                  0.995,                0.87537,                0.52719,                0.28569,                 0.8962,              0.0097248,              0.0097248,              0.0097248
                    280,                0.49268,                0.33327,                0.89819,                0.99926,                      1,                  0.995,                0.89667,                0.46124,                0.26233,                0.86365,              0.0097238,              0.0097238,              0.0097238
                    281,                0.46143,                0.32856,                0.88824,                      1,                0.99915,                  0.995,                0.89587,                0.45946,                0.26974,                0.83904,              0.0097228,              0.0097228,              0.0097228
                    282,                 0.4831,                0.32202,                0.90102,                0.99928,                      1,                  0.995,                0.90063,                0.47093,                 0.2948,                0.83547,              0.0097218,              0.0097218,              0.0097218
                    283,                0.49133,                0.33308,                0.91182,                0.98544,                      1,                0.99486,                0.88998,                0.47912,                0.28201,                0.83888,              0.0097208,              0.0097208,              0.0097208
                    284,                0.45507,                0.31886,                0.88827,                0.99754,                0.98571,                0.99459,                0.89381,                0.44113,                0.27313,                0.81274,              0.0097198,              0.0097198,              0.0097198
                    285,                0.49096,                 0.3261,                0.89108,                0.98384,                      1,                  0.995,                0.88189,                0.49364,                0.29104,                0.82354,              0.0097188,              0.0097188,              0.0097188
                    286,                0.46164,                0.31763,                0.85987,                0.98102,                      1,                0.99359,                0.88816,                0.48123,                0.29636,                0.83781,              0.0097178,              0.0097178,              0.0097178
                    287,                0.47543,                0.33522,                0.90164,                      1,                0.98531,                0.99459,                0.87655,                0.49553,                0.31947,                0.83835,              0.0097168,              0.0097168,              0.0097168
                    288,                0.49831,                0.33404,                0.90315,                0.98378,                0.98571,                0.99421,                 0.8907,                0.47198,                0.28318,                0.85064,              0.0097158,              0.0097158,              0.0097158
                    289,                0.47678,                0.32267,                0.90193,                0.99891,                      1,                  0.995,                 0.8916,                0.47251,                0.26738,                0.83115,              0.0097149,              0.0097149,              0.0097149
